| 6h return | daily fractional period | daily return | weekly fractional period | weekly return | monthly fractional period | monthly return | annual fractional period | annual return |
| -0.010258 | 0.250000 | -0.041033 | 0.051587 | -0.198851 | 0.011905 | -0.861686 | 0.000684 | -14.986869 |
| 0.001415 | 0.250000 | 0.005660 | 0.051587 | 0.027428 | 0.011905 | 0.118853 | 0.000684 | 2.067150 |
| 0.000350 | 0.250000 | 0.001400 | 0.051587 | 0.006786 | 0.011905 | 0.029405 | 0.000684 | 0.511430 |
| -0.004750 | 0.250000 | -0.018999 | 0.051587 | -0.092071 | 0.011905 | -0.398975 | 0.000684 | -6.939173 |
| -0.001633 | 0.250000 | -0.006531 | 0.051587 | -0.031648 | 0.011905 | -0.137142 | 0.000684 | -2.385242 |
| 0.018118 | 0.250000 | 0.072470 | 0.051587 | 0.351201 | 0.011905 | 1.521870 | 0.000684 | 26.469132 |
| -0.005541 | 0.250000 | -0.022166 | 0.051587 | -0.107419 | 0.011905 | -0.465483 | 0.000684 | -8.095916 |
| 0.011722 | 0.250000 | 0.046890 | 0.051587 | 0.227235 | 0.011905 | 0.984687 | 0.000684 | 17.126162 |
| 0.007605 | 0.250000 | 0.030419 | 0.051587 | 0.147414 | 0.011905 | 0.638795 | 0.000684 | 11.110235 |
| -0.031006 | 0.250000 | -0.124023 | 0.051587 | -0.601035 | 0.011905 | -2.604485 | 0.000684 | -45.298501 |
| -0.012395 | 0.250000 | -0.049582 | 0.051587 | -0.240280 | 0.011905 | -1.041212 | 0.000684 | -18.109283 |
| 0.005524 | 0.250000 | 0.022096 | 0.051587 | 0.107081 | 0.011905 | 0.464019 | 0.000684 | 8.070458 |
| -0.014607 | 0.250000 | -0.058427 | 0.051587 | -0.283145 | 0.011905 | -1.226960 | 0.000684 | -21.339895 |
| 0.015620 | 0.250000 | 0.062481 | 0.051587 | 0.302791 | 0.011905 | 1.312094 | 0.000684 | 22.820591 |
| -0.001522 | 0.250000 | -0.006087 | 0.051587 | -0.029501 | 0.011905 | -0.127837 | 0.000684 | -2.223409 |
| -0.001100 | 0.250000 | -0.004398 | 0.051587 | -0.021314 | 0.011905 | -0.092362 | 0.000684 | -1.606409 |
| -0.007521 | 0.250000 | -0.030086 | 0.051587 | -0.145801 | 0.011905 | -0.631803 | 0.000684 | -10.988630 |
| 0.005325 | 0.250000 | 0.021300 | 0.051587 | 0.103224 | 0.011905 | 0.447305 | 0.000684 | 7.779760 |
| -0.004448 | 0.250000 | -0.017792 | 0.051587 | -0.086221 | 0.011905 | -0.373625 | 0.000684 | -6.498274 |
| -0.004436 | 0.250000 | -0.017744 | 0.051587 | -0.085988 | 0.011905 | -0.372616 | 0.000684 | -6.480718 |
| 0.002409 | 0.250000 | 0.009636 | 0.051587 | 0.046699 | 0.011905 | 0.202361 | 0.000684 | 3.519556 |
| 0.042507 | 0.250000 | 0.170027 | 0.051587 | 0.823976 | 0.011905 | 3.570564 | 0.000684 | 62.101034 |
| -0.000675 | 0.250000 | -0.002701 | 0.051587 | -0.013090 | 0.011905 | -0.056725 | 0.000684 | -0.986590 |
| 0.017647 | 0.250000 | 0.070587 | 0.051587 | 0.342076 | 0.011905 | 1.482329 | 0.000684 | 25.781405 |
| -0.008026 | 0.250000 | -0.032104 | 0.051587 | -0.155581 | 0.011905 | -0.674183 | 0.000684 | -11.725723 |
| 0.012208 | 0.250000 | 0.048832 | 0.051587 | 0.236645 | 0.011905 | 1.025462 | 0.000684 | 17.835355 |
| -0.018966 | 0.250000 | -0.075863 | 0.051587 | -0.367643 | 0.011905 | -1.593122 | 0.000684 | -27.708370 |
| -0.017920 | 0.250000 | -0.071679 | 0.051587 | -0.347367 | 0.011905 | -1.505258 | 0.000684 | -26.180196 |
| -0.013994 | 0.250000 | -0.055976 | 0.051587 | -0.271266 | 0.011905 | -1.175487 | 0.000684 | -20.444652 |
| 0.004348 | 0.250000 | 0.017392 | 0.051587 | 0.084283 | 0.011905 | 0.365228 | 0.000684 | 6.352220 |
| 0.013514 | 0.250000 | 0.054054 | 0.051587 | 0.261954 | 0.011905 | 1.135136 | 0.000684 | 19.742850 |
| -0.014869 | 0.250000 | -0.059476 | 0.051587 | -0.288232 | 0.011905 | -1.249006 | 0.000684 | -21.723332 |
| -0.050951 | 0.250000 | -0.203805 | 0.051587 | -0.987671 | 0.011905 | -4.279906 | 0.000684 | -74.438266 |
| -0.007382 | 0.250000 | -0.029527 | 0.051587 | -0.143090 | 0.011905 | -0.620059 | 0.000684 | -10.784373 |
| 0.009644 | 0.250000 | 0.038576 | 0.051587 | 0.186947 | 0.011905 | 0.810104 | 0.000684 | 14.089736 |
| -0.006317 | 0.250000 | -0.025268 | 0.051587 | -0.122455 | 0.011905 | -0.530638 | 0.000684 | -9.229116 |
| -0.029917 | 0.250000 | -0.119666 | 0.051587 | -0.579921 | 0.011905 | -2.512991 | 0.000684 | -43.707197 |
| 0.005686 | 0.250000 | 0.022744 | 0.051587 | 0.110220 | 0.011905 | 0.477622 | 0.000684 | 8.307033 |
| 0.017297 | 0.250000 | 0.069187 | 0.051587 | 0.335293 | 0.011905 | 1.452936 | 0.000684 | 25.270193 |
| -0.018978 | 0.250000 | -0.075910 | 0.051587 | -0.367872 | 0.011905 | -1.594112 | 0.000684 | -27.725584 |
| 0.027259 | 0.250000 | 0.109038 | 0.051587 | 0.528414 | 0.011905 | 2.289796 | 0.000684 | 39.825274 |
| -0.001012 | 0.250000 | -0.004046 | 0.051587 | -0.019608 | 0.011905 | -0.084967 | 0.000684 | -1.477791 |
| -0.002112 | 0.250000 | -0.008448 | 0.051587 | -0.040940 | 0.011905 | -0.177405 | 0.000684 | -3.085514 |
| 0.003684 | 0.250000 | 0.014734 | 0.051587 | 0.071406 | 0.011905 | 0.309424 | 0.000684 | 5.381664 |
| -0.005906 | 0.250000 | -0.023622 | 0.051587 | -0.114476 | 0.011905 | -0.496063 | 0.000684 | -8.627781 |
| 0.033516 | 0.250000 | 0.134063 | 0.051587 | 0.649692 | 0.011905 | 2.815330 | 0.000684 | 48.965636 |
| 0.007554 | 0.250000 | 0.030214 | 0.051587 | 0.146423 | 0.011905 | 0.634498 | 0.000684 | 11.035503 |
| 0.005154 | 0.250000 | 0.020615 | 0.051587 | 0.099903 | 0.011905 | 0.432913 | 0.000684 | 7.529433 |
| 0.003800 | 0.250000 | 0.015199 | 0.051587 | 0.073656 | 0.011905 | 0.319178 | 0.000684 | 5.551299 |
| -0.002632 | 0.250000 | -0.010529 | 0.051587 | -0.051024 | 0.011905 | -0.221105 | 0.000684 | -3.845575 |
| -0.001592 | 0.250000 | -0.006367 | 0.051587 | -0.030857 | 0.011905 | -0.133712 | 0.000684 | -2.325589 |
| -0.010115 | 0.250000 | -0.040459 | 0.051587 | -0.196070 | 0.011905 | -0.849637 | 0.000684 | -14.777312 |
| 0.016978 | 0.250000 | 0.067913 | 0.051587 | 0.329118 | 0.011905 | 1.426178 | 0.000684 | 24.804800 |
| 0.003094 | 0.250000 | 0.012377 | 0.051587 | 0.059980 | 0.011905 | 0.259914 | 0.000684 | 4.520557 |
| -0.003625 | 0.250000 | -0.014499 | 0.051587 | -0.070265 | 0.011905 | -0.304483 | 0.000684 | -5.295712 |
| 0.013429 | 0.250000 | 0.053718 | 0.051587 | 0.260325 | 0.011905 | 1.128074 | 0.000684 | 19.620020 |
| -0.009215 | 0.250000 | -0.036860 | 0.051587 | -0.178629 | 0.011905 | -0.774059 | 0.000684 | -13.462828 |
| -0.025003 | 0.250000 | -0.100012 | 0.051587 | -0.484672 | 0.011905 | -2.100246 | 0.000684 | -36.528537 |
| -0.002573 | 0.250000 | -0.010291 | 0.051587 | -0.049874 | 0.011905 | -0.216119 | 0.000684 | -3.758853 |
| 0.002217 | 0.250000 | 0.008868 | 0.051587 | 0.042976 | 0.011905 | 0.186229 | 0.000684 | 3.238986 |
| -0.001948 | 0.250000 | -0.007793 | 0.051587 | -0.037766 | 0.011905 | -0.163655 | 0.000684 | -2.846364 |
| -0.001309 | 0.250000 | -0.005236 | 0.051587 | -0.025375 | 0.011905 | -0.109957 | 0.000684 | -1.912419 |
| -0.017553 | 0.250000 | -0.070210 | 0.051587 | -0.340249 | 0.011905 | -1.474410 | 0.000684 | -25.643681 |
| 0.006691 | 0.250000 | 0.026763 | 0.051587 | 0.129696 | 0.011905 | 0.562017 | 0.000684 | 9.774882 |
| -0.011729 | 0.250000 | -0.046917 | 0.051587 | -0.227365 | 0.011905 | -0.985247 | 0.000684 | -17.135901 |
| 0.006952 | 0.250000 | 0.027810 | 0.051587 | 0.134771 | 0.011905 | 0.584007 | 0.000684 | 10.157349 |
| -0.012255 | 0.250000 | -0.049019 | 0.051587 | -0.237553 | 0.011905 | -1.029395 | 0.000684 | -17.903758 |
| 0.010104 | 0.250000 | 0.040414 | 0.051587 | 0.195854 | 0.011905 | 0.848700 | 0.000684 | 14.761018 |
| -0.009004 | 0.250000 | -0.036016 | 0.051587 | -0.174538 | 0.011905 | -0.756330 | 0.000684 | -13.154468 |
| 0.008931 | 0.250000 | 0.035725 | 0.051587 | 0.173129 | 0.011905 | 0.750224 | 0.000684 | 13.048274 |
| 0.010803 | 0.250000 | 0.043212 | 0.051587 | 0.209412 | 0.011905 | 0.907452 | 0.000684 | 15.782862 |
| -0.002121 | 0.250000 | -0.008484 | 0.051587 | -0.041115 | 0.011905 | -0.178166 | 0.000684 | -3.098754 |
| 0.002657 | 0.250000 | 0.010628 | 0.051587 | 0.051504 | 0.011905 | 0.223184 | 0.000684 | 3.881735 |
| -0.047757 | 0.250000 | -0.191030 | 0.051587 | -0.925760 | 0.011905 | -4.011629 | 0.000684 | -69.772252 |
| 0.005949 | 0.250000 | 0.023797 | 0.051587 | 0.115325 | 0.011905 | 0.499741 | 0.000684 | 8.691751 |
| 0.003048 | 0.250000 | 0.012193 | 0.051587 | 0.059088 | 0.011905 | 0.256046 | 0.000684 | 4.453287 |
| -0.005293 | 0.250000 | -0.021173 | 0.051587 | -0.102608 | 0.011905 | -0.444633 | 0.000684 | -7.733275 |
| 0.009255 | 0.250000 | 0.037019 | 0.051587 | 0.179399 | 0.011905 | 0.777395 | 0.000684 | 13.520850 |
| -0.006081 | 0.250000 | -0.024325 | 0.051587 | -0.117885 | 0.011905 | -0.510835 | 0.000684 | -8.884705 |
| 0.004632 | 0.250000 | 0.018527 | 0.051587 | 0.089786 | 0.011905 | 0.389074 | 0.000684 | 6.766973 |
| 0.000704 | 0.250000 | 0.002816 | 0.051587 | 0.013648 | 0.011905 | 0.059142 | 0.000684 | 1.028621 |
| 0.004652 | 0.250000 | 0.018607 | 0.051587 | 0.090171 | 0.011905 | 0.390741 | 0.000684 | 6.795964 |
| -0.004188 | 0.250000 | -0.016753 | 0.051587 | -0.081186 | 0.011905 | -0.351808 | 0.000684 | -6.118822 |
| -0.018394 | 0.250000 | -0.073574 | 0.051587 | -0.356551 | 0.011905 | -1.545055 | 0.000684 | -26.872375 |
| 0.031352 | 0.250000 | 0.125408 | 0.051587 | 0.607746 | 0.011905 | 2.633567 | 0.000684 | 45.804322 |
| -0.008299 | 0.250000 | -0.033194 | 0.051587 | -0.160865 | 0.011905 | -0.697083 | 0.000684 | -12.124019 |
| 0.003410 | 0.250000 | 0.013642 | 0.051587 | 0.066110 | 0.011905 | 0.286479 | 0.000684 | 4.982581 |
| -0.002813 | 0.250000 | -0.011251 | 0.051587 | -0.054522 | 0.011905 | -0.236261 | 0.000684 | -4.109171 |
| -0.011809 | 0.250000 | -0.047236 | 0.051587 | -0.228911 | 0.011905 | -0.991950 | 0.000684 | -17.252483 |
| -0.010963 | 0.250000 | -0.043852 | 0.051587 | -0.212514 | 0.011905 | -0.920896 | 0.000684 | -16.016683 |
| 0.002041 | 0.250000 | 0.008164 | 0.051587 | 0.039563 | 0.011905 | 0.171439 | 0.000684 | 2.981756 |
| 0.008692 | 0.250000 | 0.034768 | 0.051587 | 0.168493 | 0.011905 | 0.730137 | 0.000684 | 12.698910 |
| -0.002835 | 0.250000 | -0.011338 | 0.051587 | -0.054947 | 0.011905 | -0.238102 | 0.000684 | -4.141198 |
| 0.029223 | 0.250000 | 0.116892 | 0.051587 | 0.566477 | 0.011905 | 2.454734 | 0.000684 | 42.693968 |
| 0.016457 | 0.250000 | 0.065830 | 0.051587 | 0.319022 | 0.011905 | 1.382429 | 0.000684 | 24.043899 |
| -0.008597 | 0.250000 | -0.034387 | 0.051587 | -0.166645 | 0.011905 | -0.722127 | 0.000684 | -12.559591 |
| -0.000010 | 0.250000 | -0.000040 | 0.051587 | -0.000194 | 0.011905 | -0.000839 | 0.000684 | -0.014592 |
| -0.019694 | 0.250000 | -0.078777 | 0.051587 | -0.381767 | 0.011905 | -1.654322 | 0.000684 | -28.772798 |
| -0.000862 | 0.250000 | -0.003447 | 0.051587 | -0.016706 | 0.011905 | -0.072394 | 0.000684 | -1.259117 |
| 0.000900 | 0.250000 | 0.003600 | 0.051587 | 0.017446 | 0.011905 | 0.075598 | 0.000684 | 1.314832 |
| 0.028178 | 0.250000 | 0.112711 | 0.051587 | 0.546216 | 0.011905 | 2.366934 | 0.000684 | 41.166902 |
| 0.018159 | 0.250000 | 0.072637 | 0.051587 | 0.352012 | 0.011905 | 1.525384 | 0.000684 | 26.530235 |
| 0.002129 | 0.250000 | 0.008518 | 0.051587 | 0.041277 | 0.011905 | 0.178868 | 0.000684 | 3.110968 |
| 0.001740 | 0.250000 | 0.006960 | 0.051587 | 0.033728 | 0.011905 | 0.146155 | 0.000684 | 2.541995 |
| 0.011755 | 0.250000 | 0.047021 | 0.051587 | 0.227869 | 0.011905 | 0.987432 | 0.000684 | 17.173917 |
| -0.006235 | 0.250000 | -0.024941 | 0.051587 | -0.120868 | 0.011905 | -0.523763 | 0.000684 | -9.109548 |
| 0.002790 | 0.250000 | 0.011162 | 0.051587 | 0.054090 | 0.011905 | 0.234392 | 0.000684 | 4.076662 |
| -0.001172 | 0.250000 | -0.004688 | 0.051587 | -0.022718 | 0.011905 | -0.098443 | 0.000684 | -1.712176 |
| -0.005351 | 0.250000 | -0.021402 | 0.051587 | -0.103719 | 0.011905 | -0.449448 | 0.000684 | -7.817029 |
| -0.009566 | 0.250000 | -0.038265 | 0.051587 | -0.185438 | 0.011905 | -0.803566 | 0.000684 | -13.976015 |
| -0.000556 | 0.250000 | -0.002226 | 0.051587 | -0.010787 | 0.011905 | -0.046743 | 0.000684 | -0.812976 |
| 0.017498 | 0.250000 | 0.069992 | 0.051587 | 0.339193 | 0.011905 | 1.469836 | 0.000684 | 25.564117 |
| -0.009968 | 0.250000 | -0.039873 | 0.051587 | -0.193229 | 0.011905 | -0.837325 | 0.000684 | -14.563183 |
| 0.016113 | 0.250000 | 0.064452 | 0.051587 | 0.312342 | 0.011905 | 1.353482 | 0.000684 | 23.540428 |
| 0.164825 | 0.250000 | 0.659300 | 0.051587 | 3.195067 | 0.011905 | 13.845292 | 0.000684 | 240.804241 |
| -0.004236 | 0.250000 | -0.016943 | 0.051587 | -0.082106 | 0.011905 | -0.355793 | 0.000684 | -6.188137 |
| 0.036119 | 0.250000 | 0.144476 | 0.051587 | 0.700153 | 0.011905 | 3.033995 | 0.000684 | 52.768761 |
| -0.007729 | 0.250000 | -0.030916 | 0.051587 | -0.149823 | 0.011905 | -0.649235 | 0.000684 | -11.291815 |
| 0.010886 | 0.250000 | 0.043545 | 0.051587 | 0.211025 | 0.011905 | 0.914443 | 0.000684 | 15.904446 |
| -0.008230 | 0.250000 | -0.032922 | 0.051587 | -0.159545 | 0.011905 | -0.691361 | 0.000684 | -12.024500 |
| -0.018042 | 0.250000 | -0.072169 | 0.051587 | -0.349741 | 0.011905 | -1.515545 | 0.000684 | -26.359117 |
| 0.013388 | 0.250000 | 0.053552 | 0.051587 | 0.259523 | 0.011905 | 1.124599 | 0.000684 | 19.559582 |
| -0.000610 | 0.250000 | -0.002439 | 0.051587 | -0.011818 | 0.011905 | -0.051209 | 0.000684 | -0.890656 |
| 0.008104 | 0.250000 | 0.032416 | 0.051587 | 0.157091 | 0.011905 | 0.680726 | 0.000684 | 11.839527 |
| 0.039926 | 0.250000 | 0.159702 | 0.051587 | 0.773942 | 0.011905 | 3.353748 | 0.000684 | 58.330058 |
| -0.034225 | 0.250000 | -0.136901 | 0.051587 | -0.663443 | 0.011905 | -2.874920 | 0.000684 | -50.002039 |
| -0.000196 | 0.250000 | -0.000782 | 0.051587 | -0.003790 | 0.011905 | -0.016425 | 0.000684 | -0.285678 |
| -0.014571 | 0.250000 | -0.058283 | 0.051587 | -0.282450 | 0.011905 | -1.223948 | 0.000684 | -21.287520 |
| -0.004251 | 0.250000 | -0.017004 | 0.051587 | -0.082405 | 0.011905 | -0.357087 | 0.000684 | -6.210633 |
| -0.000339 | 0.250000 | -0.001358 | 0.051587 | -0.006579 | 0.011905 | -0.028508 | 0.000684 | -0.495832 |
| 0.004559 | 0.250000 | 0.018236 | 0.051587 | 0.088374 | 0.011905 | 0.382952 | 0.000684 | 6.660496 |
| 0.006510 | 0.250000 | 0.026039 | 0.051587 | 0.126188 | 0.011905 | 0.546816 | 0.000684 | 9.510490 |
| -0.003507 | 0.250000 | -0.014028 | 0.051587 | -0.067982 | 0.011905 | -0.294587 | 0.000684 | -5.123607 |
| 0.000447 | 0.250000 | 0.001787 | 0.051587 | 0.008658 | 0.011905 | 0.037518 | 0.000684 | 0.652530 |
| 0.002189 | 0.250000 | 0.008757 | 0.051587 | 0.042437 | 0.011905 | 0.183893 | 0.000684 | 3.198360 |
| 0.003011 | 0.250000 | 0.012045 | 0.051587 | 0.058372 | 0.011905 | 0.252947 | 0.000684 | 4.399389 |
| 0.014160 | 0.250000 | 0.056641 | 0.051587 | 0.274490 | 0.011905 | 1.189457 | 0.000684 | 20.687628 |
| 0.008073 | 0.250000 | 0.032293 | 0.051587 | 0.156499 | 0.011905 | 0.678161 | 0.000684 | 11.794913 |
| -0.004711 | 0.250000 | -0.018842 | 0.051587 | -0.091312 | 0.011905 | -0.395687 | 0.000684 | -6.881980 |
| 0.020437 | 0.250000 | 0.081746 | 0.051587 | 0.396155 | 0.011905 | 1.716673 | 0.000684 | 29.857227 |
| -0.001068 | 0.250000 | -0.004272 | 0.051587 | -0.020701 | 0.011905 | -0.089706 | 0.000684 | -1.560217 |
| 0.009619 | 0.250000 | 0.038477 | 0.051587 | 0.186466 | 0.011905 | 0.808020 | 0.000684 | 14.053486 |
| -0.011125 | 0.250000 | -0.044500 | 0.051587 | -0.215652 | 0.011905 | -0.934491 | 0.000684 | -16.253138 |
| -0.008636 | 0.250000 | -0.034543 | 0.051587 | -0.167403 | 0.011905 | -0.725413 | 0.000684 | -12.616744 |
| 0.011335 | 0.250000 | 0.045340 | 0.051587 | 0.219726 | 0.011905 | 0.952147 | 0.000684 | 16.560222 |
| -0.020293 | 0.250000 | -0.081171 | 0.051587 | -0.393368 | 0.011905 | -1.704595 | 0.000684 | -29.647168 |
| 0.005119 | 0.250000 | 0.020475 | 0.051587 | 0.099225 | 0.011905 | 0.429976 | 0.000684 | 7.478360 |
| 0.006125 | 0.250000 | 0.024501 | 0.051587 | 0.118737 | 0.011905 | 0.514529 | 0.000684 | 8.948944 |
| -0.014759 | 0.250000 | -0.059035 | 0.051587 | -0.286091 | 0.011905 | -1.239729 | 0.000684 | -21.561978 |
| -0.011794 | 0.250000 | -0.047177 | 0.051587 | -0.228629 | 0.011905 | -0.990724 | 0.000684 | -17.231159 |
| 0.000329 | 0.250000 | 0.001317 | 0.051587 | 0.006382 | 0.011905 | 0.027656 | 0.000684 | 0.481012 |
| 0.004555 | 0.250000 | 0.018219 | 0.051587 | 0.088294 | 0.011905 | 0.382608 | 0.000684 | 6.654512 |
| -0.012575 | 0.250000 | -0.050299 | 0.051587 | -0.243755 | 0.011905 | -1.056272 | 0.000684 | -18.371212 |
| 0.020045 | 0.250000 | 0.080182 | 0.051587 | 0.388573 | 0.011905 | 1.683815 | 0.000684 | 29.285748 |
| -0.016795 | 0.250000 | -0.067179 | 0.051587 | -0.325559 | 0.011905 | -1.410754 | 0.000684 | -24.536541 |
| -0.000336 | 0.250000 | -0.001345 | 0.051587 | -0.006517 | 0.011905 | -0.028240 | 0.000684 | -0.491165 |
| 0.014941 | 0.250000 | 0.059766 | 0.051587 | 0.289634 | 0.011905 | 1.255082 | 0.000684 | 21.829007 |
| -0.009062 | 0.250000 | -0.036249 | 0.051587 | -0.175668 | 0.011905 | -0.761227 | 0.000684 | -13.239641 |
| -0.001558 | 0.250000 | -0.006231 | 0.051587 | -0.030196 | 0.011905 | -0.130851 | 0.000684 | -2.275835 |
| 0.007309 | 0.250000 | 0.029238 | 0.051587 | 0.141689 | 0.011905 | 0.613988 | 0.000684 | 10.678782 |
| -0.000398 | 0.250000 | -0.001594 | 0.051587 | -0.007724 | 0.011905 | -0.033469 | 0.000684 | -0.582111 |
| 0.004944 | 0.250000 | 0.019777 | 0.051587 | 0.095841 | 0.011905 | 0.415312 | 0.000684 | 7.223315 |
| 0.002314 | 0.250000 | 0.009257 | 0.051587 | 0.044859 | 0.011905 | 0.194390 | 0.000684 | 3.380929 |
| -0.002699 | 0.250000 | -0.010797 | 0.051587 | -0.052325 | 0.011905 | -0.226741 | 0.000684 | -3.943599 |
| -0.000134 | 0.250000 | -0.000536 | 0.051587 | -0.002598 | 0.011905 | -0.011258 | 0.000684 | -0.195797 |
| -0.008646 | 0.250000 | -0.034586 | 0.051587 | -0.167608 | 0.011905 | -0.726303 | 0.000684 | -12.632232 |
| 0.002336 | 0.250000 | 0.009342 | 0.051587 | 0.045273 | 0.011905 | 0.196183 | 0.000684 | 3.412115 |
| 0.008881 | 0.250000 | 0.035526 | 0.051587 | 0.172164 | 0.011905 | 0.746042 | 0.000684 | 12.975542 |
| -0.001439 | 0.250000 | -0.005757 | 0.051587 | -0.027899 | 0.011905 | -0.120896 | 0.000684 | -2.102690 |
| -0.007564 | 0.250000 | -0.030255 | 0.051587 | -0.146619 | 0.011905 | -0.635347 | 0.000684 | -11.050281 |
| -0.003473 | 0.250000 | -0.013893 | 0.051587 | -0.067329 | 0.011905 | -0.291760 | 0.000684 | -5.074431 |
| -0.001346 | 0.250000 | -0.005384 | 0.051587 | -0.026090 | 0.011905 | -0.113055 | 0.000684 | -1.966307 |
| 0.000704 | 0.250000 | 0.002818 | 0.051587 | 0.013654 | 0.011905 | 0.059168 | 0.000684 | 1.029088 |
| 0.012995 | 0.250000 | 0.051978 | 0.051587 | 0.251896 | 0.011905 | 1.091547 | 0.000684 | 18.984739 |
| -0.000876 | 0.250000 | -0.003503 | 0.051587 | -0.016978 | 0.011905 | -0.073571 | 0.000684 | -1.279580 |
| -0.005635 | 0.250000 | -0.022539 | 0.051587 | -0.109229 | 0.011905 | -0.473325 | 0.000684 | -8.232307 |
| 0.004104 | 0.250000 | 0.016417 | 0.051587 | 0.079559 | 0.011905 | 0.344758 | 0.000684 | 5.996198 |
| 0.009629 | 0.250000 | 0.038514 | 0.051587 | 0.186645 | 0.011905 | 0.808796 | 0.000684 | 14.066982 |
| 0.006524 | 0.250000 | 0.026098 | 0.051587 | 0.126474 | 0.011905 | 0.548055 | 0.000684 | 9.532040 |
| -0.004917 | 0.250000 | -0.019669 | 0.051587 | -0.095319 | 0.011905 | -0.413047 | 0.000684 | -7.183925 |
| 0.000655 | 0.250000 | 0.002620 | 0.051587 | 0.012698 | 0.011905 | 0.055025 | 0.000684 | 0.957027 |
| -0.004221 | 0.250000 | -0.016885 | 0.051587 | -0.081829 | 0.011905 | -0.354591 | 0.000684 | -6.167217 |
| -0.005163 | 0.250000 | -0.020651 | 0.051587 | -0.100077 | 0.011905 | -0.433668 | 0.000684 | -7.542576 |
| 0.001259 | 0.250000 | 0.005035 | 0.051587 | 0.024400 | 0.011905 | 0.105732 | 0.000684 | 1.838936 |
| 0.004379 | 0.250000 | 0.017516 | 0.051587 | 0.084884 | 0.011905 | 0.367831 | 0.000684 | 6.397498 |
| -0.028926 | 0.250000 | -0.115703 | 0.051587 | -0.560714 | 0.011905 | -2.429762 | 0.000684 | -42.259642 |
| -0.012285 | 0.250000 | -0.049140 | 0.051587 | -0.238140 | 0.011905 | -1.031938 | 0.000684 | -17.947986 |
| 0.000633 | 0.250000 | 0.002534 | 0.051587 | 0.012278 | 0.011905 | 0.053205 | 0.000684 | 0.925375 |
| 0.000677 | 0.250000 | 0.002706 | 0.051587 | 0.013114 | 0.011905 | 0.056827 | 0.000684 | 0.988361 |
| 0.001187 | 0.250000 | 0.004746 | 0.051587 | 0.023000 | 0.011905 | 0.099668 | 0.000684 | 1.733474 |
| -0.001605 | 0.250000 | -0.006422 | 0.051587 | -0.031120 | 0.011905 | -0.134854 | 0.000684 | -2.345445 |
| -0.000261 | 0.250000 | -0.001043 | 0.051587 | -0.005054 | 0.011905 | -0.021903 | 0.000684 | -0.380944 |
| 0.003497 | 0.250000 | 0.013987 | 0.051587 | 0.067781 | 0.011905 | 0.293719 | 0.000684 | 5.108514 |
| 0.001760 | 0.250000 | 0.007039 | 0.051587 | 0.034114 | 0.011905 | 0.147828 | 0.000684 | 2.571093 |
| 0.001732 | 0.250000 | 0.006930 | 0.051587 | 0.033582 | 0.011905 | 0.145523 | 0.000684 | 2.531004 |
| -0.005992 | 0.250000 | -0.023969 | 0.051587 | -0.116159 | 0.011905 | -0.503355 | 0.000684 | -8.754610 |
| -0.002237 | 0.250000 | -0.008946 | 0.051587 | -0.043355 | 0.011905 | -0.187873 | 0.000684 | -3.267578 |
| 0.005612 | 0.250000 | 0.022449 | 0.051587 | 0.108790 | 0.011905 | 0.471424 | 0.000684 | 8.199240 |
| -0.007772 | 0.250000 | -0.031088 | 0.051587 | -0.150658 | 0.011905 | -0.652852 | 0.000684 | -11.354722 |
| -0.028971 | 0.250000 | -0.115883 | 0.051587 | -0.561585 | 0.011905 | -2.433535 | 0.000684 | -42.325254 |
| -0.008993 | 0.250000 | -0.035973 | 0.051587 | -0.174329 | 0.011905 | -0.755427 | 0.000684 | -13.138770 |
| -0.016314 | 0.250000 | -0.065255 | 0.051587 | -0.316234 | 0.011905 | -1.370348 | 0.000684 | -23.833782 |
| 0.007301 | 0.250000 | 0.029205 | 0.051587 | 0.141534 | 0.011905 | 0.613312 | 0.000684 | 10.667035 |
| 0.003211 | 0.250000 | 0.012844 | 0.051587 | 0.062244 | 0.011905 | 0.269725 | 0.000684 | 4.691197 |
| 0.006604 | 0.250000 | 0.026415 | 0.051587 | 0.128013 | 0.011905 | 0.554721 | 0.000684 | 9.647992 |
| 0.025899 | 0.250000 | 0.103598 | 0.051587 | 0.502051 | 0.011905 | 2.175556 | 0.000684 | 37.838364 |
| -0.017407 | 0.250000 | -0.069629 | 0.051587 | -0.337433 | 0.011905 | -1.462212 | 0.000684 | -25.431519 |
| -0.013997 | 0.250000 | -0.055987 | 0.051587 | -0.271319 | 0.011905 | -1.175717 | 0.000684 | -20.448662 |
| -0.003740 | 0.250000 | -0.014962 | 0.051587 | -0.072507 | 0.011905 | -0.314198 | 0.000684 | -5.464696 |
| -0.007766 | 0.250000 | -0.031065 | 0.051587 | -0.150546 | 0.011905 | -0.652365 | 0.000684 | -11.346265 |
| -0.000176 | 0.250000 | -0.000703 | 0.051587 | -0.003408 | 0.011905 | -0.014769 | 0.000684 | -0.256872 |
| 0.015222 | 0.250000 | 0.060887 | 0.051587 | 0.295066 | 0.011905 | 1.278620 | 0.000684 | 22.238402 |
| -0.001820 | 0.250000 | -0.007279 | 0.051587 | -0.035277 | 0.011905 | -0.152868 | 0.000684 | -2.658754 |
| -0.035889 | 0.250000 | -0.143558 | 0.051587 | -0.695702 | 0.011905 | -3.014709 | 0.000684 | -52.433327 |
